Link Name,beam1,beam2,beam3
frame260_beam_index_RSF1_Car14,114,47,15
frame261_beam_index_RSF1_Car14,63,112,28
frame263_beam_index_RSF1_Car14,20,97,63
frame266_beam_index_RSF1_Car14,33,36,125
frame267_beam_index_RSF1_Car14,13,62,68
frame268_beam_index_RSF1_Car14,23,72,13
frame269_beam_index_RSF1_Car14,88,40,110
frame270_beam_index_RSF1_Car14,30,124,94
frame273_beam_index_RSF1_Car14,25,97,73
frame275_beam_index_RSF1_Car14,26,24,97
frame278_beam_index_RSF1_Car14,39,89,116
frame279_beam_index_RSF1_Car14,109,79,61
frame282_beam_index_RSF1_Car14,105,112,49
frame295_beam_index_RSF1_Car13,41,70,20
frame295_beam_index_RSF1_Car14,44,16,124
frame298_beam_index_RSF1_Car13,21,15,39
frame298_beam_index_RSF1_Car14,42,61,4
frame302_beam_index_RSF1_Car13,24,3,114
frame302_beam_index_RSF1_Car14,1,94,13
frame304_beam_index_RSF1_Car13,54,82,40
frame304_beam_index_RSF1_Car14,127,11,42
frame308_beam_index_RSF1_Car13,93,4,25
frame308_beam_index_RSF1_Car14,100,36,64
frame313_beam_index_RSF1_Car13,125,44,40
frame313_beam_index_RSF1_Car14,92,45,8
frame314_beam_index_RSF1_Car13,85,35,44
frame314_beam_index_RSF1_Car14,18,47,25
frame317_beam_index_RSF1_Car13,110,41,5
frame317_beam_index_RSF1_Car14,64,62,125
frame320_beam_index_RSF1_Car13,111,72,87
frame320_beam_index_RSF1_Car14,3,108,37
frame321_beam_index_RSF1_Car13,95,93,41
frame321_beam_index_RSF1_Car14,20,67,87
frame322_beam_index_RSF1_Car13,40,85,77
frame322_beam_index_RSF1_Car14,8,5,25
frame323_beam_index_RSF1_Car13,39,37,125
frame323_beam_index_RSF1_Car14,105,5,8
frame327_beam_index_RSF1_Car13,108,4,41
frame327_beam_index_RSF1_Car14,60,54,22
frame329_beam_index_RSF1_Car13,78,19,77
frame329_beam_index_RSF1_Car14,99,68,33
frame332_beam_index_RSF1_Car13,22,65,11
frame332_beam_index_RSF1_Car14,16,68,127
frame334_beam_index_RSF1_Car13,93,103,44
frame334_beam_index_RSF1_Car14,102,88,116
frame335_beam_index_RSF1_Car13,9,122,72
frame335_beam_index_RSF1_Car14,78,79,117
frame337_beam_index_RSF1_Car13,62,86,101
frame337_beam_index_RSF1_Car14,15,6,1
frame338_beam_index_RSF1_Car13,20,105,36
frame338_beam_index_RSF1_Car14,2,70,2
frame344_beam_index_RSF1_Car13,3,7,84
frame344_beam_index_RSF1_Car14,113,64,41
frame350_beam_index_RSF1_Car13,54,41,115
frame350_beam_index_RSF1_Car14,5,89,102
frame358_beam_index_RSF1_Car13,82,63,1
frame358_beam_index_RSF1_Car14,25,81,46
frame359_beam_index_RSF1_Car13,15,69,17
frame359_beam_index_RSF1_Car14,21,53,55
frame361_beam_index_RSF1_Car13,87,107,10
frame361_beam_index_RSF1_Car14,81,57,65
frame362_beam_index_RSF1_Car13,37,112,7
frame362_beam_index_RSF1_Car14,76,40,50
frame364_beam_index_RSF1_Car13,126,1,20
frame364_beam_index_RSF1_Car14,108,31,68
frame365_beam_index_RSF1_Car13,90,12,22
frame365_beam_index_RSF1_Car14,1,126,1
frame366_beam_index_RSF1_Car13,3,117,76
frame366_beam_index_RSF1_Car14,118,21,13
frame369_beam_index_RSF1_Car13,61,13,117
frame370_beam_index_RSF1_Car13,105,82,124
frame377_beam_index_RSF1_Car13,124,33,6
frame377_beam_index_RSF1_Car14,25,23,88
frame381_beam_index_RSF1_Car13,101,26,4
frame381_beam_index_RSF1_Car14,102,35,113
frame383_beam_index_RSF1_Car13,75,100,25
frame383_beam_index_RSF1_Car14,20,1,94
frame385_beam_index_RSF1_Car13,68,23,99
frame385_beam_index_RSF1_Car14,106,22,95
frame390_beam_index_RSF1_Car13,62,1,59
frame391_beam_index_RSF1_Car13,68,19,30
frame393_beam_index_RSF1_Car13,1,48,19
frame393_beam_index_RSF1_Car14,127,52,85
frame395_beam_index_RSF1_Car13,22,50,66
frame395_beam_index_RSF1_Car14,6,64,21
frame396_beam_index_RSF1_Car13,97,19,91
frame396_beam_index_RSF1_Car14,37,63,29
frame397_beam_index_RSF1_Car13,60,92,34
frame397_beam_index_RSF1_Car14,1,48,89
frame398_beam_index_RSF1_Car13,127,21,34
frame398_beam_index_RSF1_Car14,26,36,99
frame399_beam_index_RSF1_Car13,23,81,47
frame399_beam_index_RSF1_Car14,106,76,44
frame400_beam_index_RSF1_Car13,20,103,27
frame400_beam_index_RSF1_Car14,106,61,37
frame403_beam_index_RSF1_Car13,84,52,75
frame403_beam_index_RSF1_Car14,92,62,66
frame404_beam_index_RSF1_Car13,24,80,12
frame404_beam_index_RSF1_Car14,16,36,2
frame405_beam_index_RSF1_Car13,89,126,62
frame405_beam_index_RSF1_Car14,64,29,92
frame406_beam_index_RSF1_Car13,74,109,87
frame406_beam_index_RSF1_Car14,96,31,83
frame411_beam_index_RSF1_Car13,15,55,33
frame413_beam_index_RSF1_Car13,124,81,52
frame413_beam_index_RSF1_Car14,100,20,73
frame414_beam_index_RSF1_Car13,38,3,54
frame416_beam_index_RSF1_Car13,66,18,87
frame416_beam_index_RSF1_Car19,126,83,7
frame417_beam_index_RSF1_Car13,35,124,124
frame417_beam_index_RSF1_Car14,114,84,127
frame417_beam_index_RSF1_Car19,84,83,105
frame420_beam_index_RSF1_Car13,80,102,85
frame420_beam_index_RSF1_Car14,93,108,60
frame420_beam_index_RSF1_Car19,102,109,123
frame421_beam_index_RSF1_Car13,24,101,93
frame421_beam_index_RSF1_Car14,95,109,116
frame421_beam_index_RSF1_Car19,39,12,94
frame422_beam_index_RSF1_Car13,53,64,4
frame422_beam_index_RSF1_Car14,94,5,16
frame422_beam_index_RSF1_Car19,27,4,72
frame427_beam_index_RSF1_Car13,48,8,81
frame427_beam_index_RSF1_Car14,46,44,67
frame427_beam_index_RSF1_Car19,91,52,34
frame432_beam_index_RSF1_Car13,62,109,21
frame432_beam_index_RSF1_Car14,107,24,44
frame432_beam_index_RSF1_Car19,114,126,41
frame438_beam_index_RSF1_Car13,29,103,6
frame438_beam_index_RSF1_Car14,56,14,50
frame438_beam_index_RSF1_Car19,78,101,52
frame439_beam_index_RSF1_Car13,88,77,1
frame439_beam_index_RSF1_Car14,12,115,106
frame439_beam_index_RSF1_Car19,24,37,84
frame441_beam_index_RSF1_Car13,70,76,85
frame441_beam_index_RSF1_Car14,3,125,27
frame441_beam_index_RSF1_Car19,110,53,100
frame442_beam_index_RSF1_Car13,17,113,110
frame442_beam_index_RSF1_Car14,15,39,4
frame442_beam_index_RSF1_Car19,17,102,11
frame443_beam_index_RSF1_Car13,12,111,32
frame443_beam_index_RSF1_Car14,27,44,43
frame443_beam_index_RSF1_Car19,91,49,104
frame444_beam_index_RSF1_Car13,108,93,73
frame444_beam_index_RSF1_Car14,43,3,103
frame444_beam_index_RSF1_Car19,29,127,85
frame445_beam_index_RSF1_Car13,35,117,48
frame445_beam_index_RSF1_Car14,74,87,39
frame445_beam_index_RSF1_Car19,89,24,20
frame447_beam_index_RSF1_Car13,15,85,117
frame447_beam_index_RSF1_Car14,106,76,18
frame447_beam_index_RSF1_Car19,60,87,119
frame448_beam_index_RSF1_Car13,105,93,41
frame448_beam_index_RSF1_Car14,100,69,103
frame448_beam_index_RSF1_Car19,90,127,103
frame449_beam_index_RSF1_Car13,75,106,11
frame449_beam_index_RSF1_Car14,120,56,18
frame449_beam_index_RSF1_Car19,12,121,16
frame454_beam_index_RSF1_Car13,27,100,17
frame454_beam_index_RSF1_Car14,113,85,119
frame454_beam_index_RSF1_Car19,101,31,109
frame455_beam_index_RSF1_Car13,35,27,87
frame455_beam_index_RSF1_Car14,32,17,11
frame455_beam_index_RSF1_Car19,1,92,82
frame456_beam_index_RSF1_Car13,49,41,20
frame456_beam_index_RSF1_Car14,71,37,126
frame456_beam_index_RSF1_Car19,16,39,109
frame457_beam_index_RSF1_Car13,45,64,47
frame457_beam_index_RSF1_Car14,23,32,49
frame457_beam_index_RSF1_Car19,81,123,19
frame460_beam_index_RSF1_Car13,106,98,78
frame460_beam_index_RSF1_Car19,119,67,39
