Link Name,beam1,beam2,beam3
frame4_beam_index_RSF7_Car10,121,43,8
frame4_beam_index_RSF7_Car4,13,85,111
frame4_beam_index_RSF7_Car7,92,35,23
frame4_beam_index_RSF7_Car9,46,126,15
frame9_beam_index_RSF7_Car10,2,61,115
frame9_beam_index_RSF7_Car4,76,64,121
frame9_beam_index_RSF7_Car7,52,36,67
frame9_beam_index_RSF7_Car9,69,67,121
frame11_beam_index_RSF7_Car10,47,83,2
frame11_beam_index_RSF7_Car4,44,101,64
frame11_beam_index_RSF7_Car7,118,81,78
frame11_beam_index_RSF7_Car9,28,91,54
frame12_beam_index_RSF7_Car10,74,67,36
frame12_beam_index_RSF7_Car4,102,120,63
frame12_beam_index_RSF7_Car7,25,86,48
frame12_beam_index_RSF7_Car9,39,47,94
frame14_beam_index_RSF7_Car10,21,30,92
frame14_beam_index_RSF7_Car4,31,121,116
frame14_beam_index_RSF7_Car7,26,107,22
frame14_beam_index_RSF7_Car9,21,1,37
frame15_beam_index_RSF7_Car10,77,85,46
frame15_beam_index_RSF7_Car4,9,17,47
frame15_beam_index_RSF7_Car7,85,95,103
frame15_beam_index_RSF7_Car9,59,54,86
frame16_beam_index_RSF7_Car10,12,64,119
frame16_beam_index_RSF7_Car4,6,53,16
frame16_beam_index_RSF7_Car7,90,5,73
frame16_beam_index_RSF7_Car9,46,104,14
frame19_beam_index_RSF7_Car10,44,63,106
frame19_beam_index_RSF7_Car4,94,52,116
frame19_beam_index_RSF7_Car7,26,53,109
frame19_beam_index_RSF7_Car9,29,19,47
frame21_beam_index_RSF7_Car10,8,23,117
frame21_beam_index_RSF7_Car4,106,35,95
frame21_beam_index_RSF7_Car7,53,99,96
frame21_beam_index_RSF7_Car9,58,5,16
frame24_beam_index_RSF7_Car10,17,32,102
frame24_beam_index_RSF7_Car4,122,96,52
frame24_beam_index_RSF7_Car7,20,112,120
frame24_beam_index_RSF7_Car9,66,84,111
frame25_beam_index_RSF7_Car10,82,1,58
frame25_beam_index_RSF7_Car4,93,93,83
frame25_beam_index_RSF7_Car7,44,104,6
frame25_beam_index_RSF7_Car9,108,103,50
frame26_beam_index_RSF7_Car10,118,110,72
frame26_beam_index_RSF7_Car4,88,20,118
frame26_beam_index_RSF7_Car7,14,5,41
frame26_beam_index_RSF7_Car9,40,34,124
frame27_beam_index_RSF7_Car10,80,45,71
frame27_beam_index_RSF7_Car4,80,71,27
frame27_beam_index_RSF7_Car7,78,78,44
frame27_beam_index_RSF7_Car9,33,33,44
frame31_beam_index_RSF7_Car10,20,117,111
frame31_beam_index_RSF7_Car4,36,7,32
frame31_beam_index_RSF7_Car7,112,67,39
frame31_beam_index_RSF7_Car9,93,24,86
frame32_beam_index_RSF7_Car10,70,112,88
frame32_beam_index_RSF7_Car4,104,87,54
frame32_beam_index_RSF7_Car7,38,74,80
frame32_beam_index_RSF7_Car9,75,32,45
frame33_beam_index_RSF7_Car10,61,70,88
frame33_beam_index_RSF7_Car4,97,53,51
frame33_beam_index_RSF7_Car7,76,56,27
frame33_beam_index_RSF7_Car9,38,62,18
frame34_beam_index_RSF7_Car10,127,109,103
frame34_beam_index_RSF7_Car4,64,119,77
frame34_beam_index_RSF7_Car7,117,104,30
frame34_beam_index_RSF7_Car9,117,49,41
frame39_beam_index_RSF7_Car10,116,13,34
frame39_beam_index_RSF7_Car4,100,94,125
frame39_beam_index_RSF7_Car7,25,66,100
frame39_beam_index_RSF7_Car9,18,5,19
frame41_beam_index_RSF7_Car10,42,18,126
frame41_beam_index_RSF7_Car4,121,32,21
frame41_beam_index_RSF7_Car7,10,37,49
frame41_beam_index_RSF7_Car9,86,13,55
frame42_beam_index_RSF7_Car10,17,9,88
frame42_beam_index_RSF7_Car4,44,78,46
frame42_beam_index_RSF7_Car7,8,119,37
frame42_beam_index_RSF7_Car9,19,63,92
