Link Name,beam1,beam2,beam3
frame183_beam_index_RSF4_Car3,20,39,60
frame185_beam_index_RSF4_Car3,66,65,51
frame186_beam_index_RSF4_Car3,124,36,24
frame187_beam_index_RSF4_Car3,118,27,2
frame193_beam_index_RSF4_Car3,31,57,78
frame194_beam_index_RSF4_Car3,66,29,15
frame195_beam_index_RSF4_Car3,12,101,28
frame199_beam_index_RSF4_Car3,84,125,103
frame203_beam_index_RSF4_Car3,24,21,10
frame205_beam_index_RSF4_Car3,110,78,101
frame208_beam_index_RSF4_Car3,18,88,14
frame211_beam_index_RSF4_Car3,34,58,76
frame212_beam_index_RSF4_Car3,22,120,70
frame213_beam_index_RSF4_Car3,36,45,36
frame215_beam_index_RSF4_Car3,22,78,127
frame216_beam_index_RSF4_Car3,80,61,100
frame220_beam_index_RSF4_Car3,56,89,96
frame221_beam_index_RSF4_Car3,33,45,36
frame223_beam_index_RSF4_Car3,20,18,38
frame225_beam_index_RSF4_Car3,67,23,96
frame226_beam_index_RSF4_Car3,109,123,16
frame227_beam_index_RSF4_Car3,59,69,68
frame229_beam_index_RSF4_Car3,21,104,115
frame230_beam_index_RSF4_Car3,78,103,95
frame233_beam_index_RSF4_Car3,78,70,12
frame237_beam_index_RSF4_Car3,16,81,109
frame238_beam_index_RSF4_Car3,87,14,61
frame240_beam_index_RSF4_Car3,71,46,32
frame242_beam_index_RSF4_Car3,15,44,17
frame245_beam_index_RSF4_Car3,41,54,111
frame246_beam_index_RSF4_Car3,44,98,5
frame250_beam_index_RSF4_Car3,109,27,116
frame251_beam_index_RSF4_Car3,87,104,123
frame252_beam_index_RSF4_Car3,78,79,43
frame254_beam_index_RSF4_Car3,97,117,31
frame258_beam_index_RSF4_Car3,99,17,92
frame260_beam_index_RSF4_Car3,83,110,54
frame261_beam_index_RSF4_Car3,62,87,32
frame262_beam_index_RSF4_Car3,40,13,123
frame266_beam_index_RSF4_Car3,84,35,5
frame267_beam_index_RSF4_Car3,73,29,70
frame272_beam_index_RSF4_Car3,127,25,95
frame273_beam_index_RSF4_Car3,22,66,45
frame275_beam_index_RSF4_Car3,69,124,91
frame277_beam_index_RSF4_Car3,89,72,119
frame280_beam_index_RSF4_Car3,1,84,44
frame281_beam_index_RSF4_Car3,87,96,75
frame282_beam_index_RSF4_Car3,39,111,54
frame283_beam_index_RSF4_Car3,88,75,29
frame289_beam_index_RSF4_Car3,54,90,16
frame290_beam_index_RSF4_Car3,99,20,46
frame291_beam_index_RSF4_Car3,67,65,127
frame292_beam_index_RSF4_Car3,58,53,111
frame293_beam_index_RSF4_Car3,1,81,66
frame297_beam_index_RSF4_Car3,29,84,70
frame298_beam_index_RSF4_Car3,8,29,112
frame299_beam_index_RSF4_Car3,51,33,3
frame301_beam_index_RSF4_Car3,60,35,69
frame305_beam_index_RSF4_Car3,91,108,76
frame307_beam_index_RSF4_Car3,84,109,20
frame308_beam_index_RSF4_Car3,73,39,4
frame311_beam_index_RSF4_Car3,115,118,19
frame312_beam_index_RSF4_Car3,102,91,45
frame315_beam_index_RSF4_Car3,43,13,13
frame316_beam_index_RSF4_Car3,60,57,86
frame317_beam_index_RSF4_Car3,92,52,111
frame318_beam_index_RSF4_Car3,53,109,86
frame319_beam_index_RSF4_Car3,43,83,72
frame320_beam_index_RSF4_Car3,116,72,42
frame324_beam_index_RSF4_Car3,90,112,115
frame325_beam_index_RSF4_Car3,26,23,43
frame326_beam_index_RSF4_Car3,77,28,9
frame328_beam_index_RSF4_Car3,20,56,83
frame330_beam_index_RSF4_Car3,112,39,51
frame333_beam_index_RSF4_Car3,12,79,95
frame338_beam_index_RSF4_Car3,55,78,11
frame339_beam_index_RSF4_Car3,26,42,27
frame340_beam_index_RSF4_Car3,11,38,98
frame341_beam_index_RSF4_Car3,43,19,64
frame342_beam_index_RSF4_Car3,6,46,116
frame343_beam_index_RSF4_Car3,102,113,42
frame345_beam_index_RSF4_Car3,92,65,99
frame349_beam_index_RSF4_Car3,104,72,59
frame351_beam_index_RSF4_Car3,52,118,47
frame352_beam_index_RSF4_Car3,120,7,11
frame354_beam_index_RSF4_Car3,103,61,68
frame355_beam_index_RSF4_Car3,25,12,26
frame358_beam_index_RSF4_Car3,102,110,12
frame359_beam_index_RSF4_Car3,43,51,117
frame365_beam_index_RSF4_Car3,37,46,53
frame367_beam_index_RSF4_Car3,88,80,121
frame369_beam_index_RSF4_Car3,13,89,125
frame371_beam_index_RSF4_Car3,118,54,57
frame375_beam_index_RSF4_Car3,116,118,4
frame377_beam_index_RSF4_Car3,75,96,49
frame380_beam_index_RSF4_Car3,7,110,122
frame381_beam_index_RSF4_Car3,11,92,54
frame382_beam_index_RSF4_Car3,105,87,45
frame383_beam_index_RSF4_Car3,23,114,28
frame387_beam_index_RSF4_Car3,107,111,57
frame388_beam_index_RSF4_Car3,26,25,54
frame389_beam_index_RSF4_Car3,29,83,97
frame392_beam_index_RSF4_Car3,36,14,78
frame397_beam_index_RSF4_Car3,35,30,92
frame403_beam_index_RSF4_Car3,17,67,80
frame404_beam_index_RSF4_Car3,110,30,116
frame406_beam_index_RSF4_Car3,93,45,79
frame407_beam_index_RSF4_Car3,110,120,89
frame414_beam_index_RSF4_Car3,51,102,106
frame416_beam_index_RSF4_Car3,123,47,53
frame418_beam_index_RSF4_Car3,64,118,116
frame419_beam_index_RSF4_Car3,122,38,64
frame422_beam_index_RSF4_Car3,87,89,106
frame423_beam_index_RSF4_Car3,7,22,81
frame436_beam_index_RSF4_Car3,82,113,41
frame437_beam_index_RSF4_Car3,74,10,57
frame438_beam_index_RSF4_Car3,7,112,125
frame439_beam_index_RSF4_Car3,50,102,91
frame442_beam_index_RSF4_Car3,52,33,1
frame443_beam_index_RSF4_Car3,108,53,60
frame445_beam_index_RSF4_Car3,34,4,17
frame449_beam_index_RSF4_Car3,4,43,118
frame453_beam_index_RSF4_Car3,90,4,1
frame454_beam_index_RSF4_Car3,71,94,50
frame455_beam_index_RSF4_Car3,73,61,35
frame458_beam_index_RSF4_Car3,8,125,24
frame459_beam_index_RSF4_Car3,83,36,50
frame461_beam_index_RSF4_Car3,116,123,43
frame462_beam_index_RSF4_Car3,27,32,78
frame466_beam_index_RSF4_Car3,121,18,28
frame471_beam_index_RSF4_Car3,124,29,16
frame472_beam_index_RSF4_Car3,99,47,123
frame474_beam_index_RSF4_Car3,59,31,4
frame477_beam_index_RSF4_Car3,37,17,39
frame485_beam_index_RSF4_Car3,48,46,90
frame488_beam_index_RSF4_Car3,48,39,105
frame493_beam_index_RSF4_Car3,4,30,30
frame494_beam_index_RSF4_Car3,22,75,66
frame501_beam_index_RSF4_Car3,108,12,94
frame507_beam_index_RSF4_Car3,36,18,90
frame510_beam_index_RSF4_Car3,53,127,71
frame514_beam_index_RSF4_Car3,125,1,127
frame516_beam_index_RSF4_Car3,58,90,87
frame519_beam_index_RSF4_Car3,90,109,6
frame520_beam_index_RSF4_Car3,70,44,72
frame521_beam_index_RSF4_Car3,24,86,19
frame524_beam_index_RSF4_Car3,101,18,95
frame525_beam_index_RSF4_Car3,126,101,30
frame527_beam_index_RSF4_Car3,121,42,33
