Link Name,beam1,beam2,beam3
frame4_beam_index_RSF6_Car10,93,48,17
frame4_beam_index_RSF6_Car4,7,13,120
frame4_beam_index_RSF6_Car7,66,4,10
frame4_beam_index_RSF6_Car9,103,88,17
frame7_beam_index_RSF6_Car10,52,6,83
frame7_beam_index_RSF6_Car4,69,96,74
frame7_beam_index_RSF6_Car7,9,91,77
frame7_beam_index_RSF6_Car9,83,21,24
frame11_beam_index_RSF6_Car10,102,4,24
frame11_beam_index_RSF6_Car4,59,99,3
frame11_beam_index_RSF6_Car7,68,121,101
frame11_beam_index_RSF6_Car9,40,48,54
frame15_beam_index_RSF6_Car10,35,95,56
frame15_beam_index_RSF6_Car4,108,89,40
frame15_beam_index_RSF6_Car7,77,68,46
frame15_beam_index_RSF6_Car9,78,13,27
frame16_beam_index_RSF6_Car10,6,17,36
frame16_beam_index_RSF6_Car4,104,113,99
frame16_beam_index_RSF6_Car7,81,105,2
frame16_beam_index_RSF6_Car9,121,77,52
frame18_beam_index_RSF6_Car10,66,52,92
frame18_beam_index_RSF6_Car4,43,123,90
frame18_beam_index_RSF6_Car7,22,111,107
frame18_beam_index_RSF6_Car9,55,67,99
frame19_beam_index_RSF6_Car10,60,58,12
frame19_beam_index_RSF6_Car4,88,69,84
frame19_beam_index_RSF6_Car7,103,39,13
frame19_beam_index_RSF6_Car9,41,57,53
frame20_beam_index_RSF6_Car10,109,12,13
frame20_beam_index_RSF6_Car4,120,74,97
frame20_beam_index_RSF6_Car7,57,40,118
frame20_beam_index_RSF6_Car9,80,45,35
frame21_beam_index_RSF6_Car10,3,120,5
frame21_beam_index_RSF6_Car4,90,11,126
frame21_beam_index_RSF6_Car7,71,117,56
frame21_beam_index_RSF6_Car9,10,106,116
frame23_beam_index_RSF6_Car10,34,67,72
frame23_beam_index_RSF6_Car4,31,75,109
frame23_beam_index_RSF6_Car7,71,109,66
frame23_beam_index_RSF6_Car9,70,41,63
frame24_beam_index_RSF6_Car10,32,20,57
frame24_beam_index_RSF6_Car4,98,50,80
frame24_beam_index_RSF6_Car7,25,12,71
frame24_beam_index_RSF6_Car9,39,17,45
frame28_beam_index_RSF6_Car10,11,70,125
frame28_beam_index_RSF6_Car4,23,91,110
frame28_beam_index_RSF6_Car7,70,38,2
frame28_beam_index_RSF6_Car9,86,84,89
frame30_beam_index_RSF6_Car10,79,124,113
frame30_beam_index_RSF6_Car4,93,72,37
frame30_beam_index_RSF6_Car7,49,52,33
frame30_beam_index_RSF6_Car9,22,114,111
frame33_beam_index_RSF6_Car10,5,103,18
frame33_beam_index_RSF6_Car4,38,118,117
frame33_beam_index_RSF6_Car7,37,94,115
frame33_beam_index_RSF6_Car9,95,64,10
frame34_beam_index_RSF6_Car10,79,42,123
frame34_beam_index_RSF6_Car4,48,44,82
frame34_beam_index_RSF6_Car7,87,97,16
frame34_beam_index_RSF6_Car9,54,102,35
frame43_beam_index_RSF6_Car10,98,28,2
frame43_beam_index_RSF6_Car4,94,13,41
frame43_beam_index_RSF6_Car7,80,59,69
frame43_beam_index_RSF6_Car9,119,92,53
frame48_beam_index_RSF6_Car10,103,45,20
frame48_beam_index_RSF6_Car4,24,61,91
frame48_beam_index_RSF6_Car7,94,58,109
frame48_beam_index_RSF6_Car9,27,26,7
frame50_beam_index_RSF6_Car10,42,47,53
frame50_beam_index_RSF6_Car4,59,38,69
frame50_beam_index_RSF6_Car7,87,92,98
frame50_beam_index_RSF6_Car9,53,15,96
frame51_beam_index_RSF6_Car10,26,48,95
frame51_beam_index_RSF6_Car4,19,9,64
frame51_beam_index_RSF6_Car7,93,54,125
frame51_beam_index_RSF6_Car9,122,51,39
frame52_beam_index_RSF6_Car10,4,126,3
frame52_beam_index_RSF6_Car4,120,64,29
frame52_beam_index_RSF6_Car7,116,11,97
frame52_beam_index_RSF6_Car9,102,58,75
frame55_beam_index_RSF6_Car10,27,97,21
frame55_beam_index_RSF6_Car4,39,95,102
frame55_beam_index_RSF6_Car7,46,66,91
